record_id,sample_index,model_name,model_id,dataset,src,tgt,raw,ref,trans_raw,trans,translation_structured,call_attempts,call_retries,first_call_success,first_output_valid,recovered_by_retry,call_success,call_error,format_valid,format_error,language_valid,language_check,policy_pass,policy_violations,policy_warnings,judge_success,judge_error,judge_raw,judge_acceptable,judge_errors,judge_structured,judge_attempts,judge_retries,judge_first_call_success,judge_first_output_valid,judge_recovered_by_retry,translation_score,score,input_tokens,output_tokens,total_tokens,latency_ms,judge_input_tokens,judge_output_tokens,judge_total_tokens,judge_latency_ms
17bb227d208b5fd75004,0,haiku-4-5,arn:aws:bedrock:us-west-2:686465264859:prompt/7ZJL56AKIU,mtnt,en,fr,"The notion of sharing is clearly less present but by deleting progressively, it works very well, does not it?","La notion de partage est clairement moins là mais en supprimant au fur et à mesure ça passe très bien, non ?","{""c"":""La notion de partage est clairement moins présente mais en supprimant progressivement, ça fonctionne très bien, n'est-ce pas ?""}","La notion de partage est clairement moins présente mais en supprimant progressivement, ça fonctionne très bien, n'est-ce pas ?",False,1,0,True,True,False,True,,True,,True,"{""reason"":""detector_match"",""detected"":""fr"",""confidence"":1.0}",True,[],[],True,,"{""errors"":[]}",True,[],True,1,0,True,True,False,100,100,2608,43,2651,55903.69,1364,8,1372,68903.5
2636c8d9e9eb1de3cd87,1,haiku-4-5,arn:aws:bedrock:us-west-2:686465264859:prompt/7ZJL56AKIU,mtnt,en,fr,(Less bulky U locks exist),(Il existe des U moins encombrant),"{""c"":""(Des antivols en U moins encombrants existent)""}",(Des antivols en U moins encombrants existent),False,1,0,True,True,False,True,,True,,True,"{""reason"":""detector_match"",""detected"":""fr"",""confidence"":1.0}",True,[],[],True,,"{""errors"":[]}",True,[],True,1,0,True,True,False,100,100,2592,21,2613,31895.49,1300,8,1308,8853.63
c3651eb69dbb3ba8d285,2,haiku-4-5,arn:aws:bedrock:us-west-2:686465264859:prompt/7ZJL56AKIU,mtnt,en,fr,I'm hesitating to pass the VTC licence to combine it to my translation work while waiting to be skilled enough in Web Development for a reconversion.,J'hésite à passer la licence VTC pour cumuler avec mon activité de traducteur en attendant d'être assez calé en développement Web pour une reconversion.,"{""c"":""J'hésite à abandonner la licence VTC pour la combiner avec mon travail de traducteur en attendant d'acquérir assez de compétences en développement web pour une reconversion.""}",J'hésite à abandonner la licence VTC pour la combiner avec mon travail de traducteur en attendant d'acquérir assez de compétences en développement web pour une reconversion.,False,1,0,True,True,False,True,,True,,True,"{""reason"":""detector_match"",""detected"":""fr"",""confidence"":1.0}",True,[],[],True,,"{""errors"":[{""category"":""accuracy"",""severity"":""major""}]}",False,"[{""category"":""accuracy"",""severity"":""major""}]",True,1,0,True,True,False,85,85,2616,53,2669,46915.34,1391,17,1408,12942.29
d31048aa9599915016f9,3,haiku-4-5,arn:aws:bedrock:us-west-2:686465264859:prompt/7ZJL56AKIU,mtnt,en,fr,"If in doubt, fiddle with the doc.",Dans le doute bidouille le doc.,"{""c"":""En cas de doute, modifiez le document.""}","En cas de doute, modifiez le document.",False,1,0,True,True,False,True,,True,,,"{""reason"":""detector_inconclusive"",""detected"":""es"",""confidence"":0.7143}",True,[],[],True,,"{""errors"":[]}",True,[],True,1,0,True,True,False,100,100,2594,19,2613,12655.75,1303,8,1311,8912.43
dc814cb1d0ff1d330eff,4,haiku-4-5,arn:aws:bedrock:us-west-2:686465264859:prompt/7ZJL56AKIU,mtnt,en,fr,Could she be a servant of eviiiiiiiil?,Serait-ce une envoyée du Maaaaaal?,"{""c"":""Pourrait-elle être une servante du maaaaaaaal ?""}",Pourrait-elle être une servante du maaaaaaaal ?,False,1,0,True,True,False,True,,True,,True,"{""reason"":""detector_match"",""detected"":""fr"",""confidence"":0.8571}",True,[],[],True,,"{""errors"":[]}",True,[],True,1,0,True,True,False,100,100,2597,22,2619,26863.02,1316,8,1324,16812.31
af25fcd265c58d49db7e,5,haiku-4-5,arn:aws:bedrock:us-west-2:686465264859:prompt/7ZJL56AKIU,mtnt,en,fr,Two out of three devices sold by Apple are still in use!,Deux appareils sur trois vendus par Apple sont toujours en utilisation !,"{""c"":""Deux appareils sur trois vendus par Apple sont toujours en service !""}",Deux appareils sur trois vendus par Apple sont toujours en service !,False,1,0,True,True,False,True,,True,,True,"{""reason"":""detector_match"",""detected"":""fr"",""confidence"":1.0}",True,[],[],True,,"{""errors"":[]}",True,[],True,1,0,True,True,False,100,100,2597,25,2622,25742.71,1323,8,1331,55772.8
2fc08723ff98d14c12ff,6,haiku-4-5,arn:aws:bedrock:us-west-2:686465264859:prompt/7ZJL56AKIU,mtnt,en,fr,"I knew the content would be epic, I didn't know how much.","Je sentais bien que le contenu pouvait être collector, je ne me doutais pas à quel point.","{""c"":""Je savais que le contenu serait épique, je ne savais pas à quel point.""}","Je savais que le contenu serait épique, je ne savais pas à quel point.",False,1,0,True,True,False,True,,True,,True,"{""reason"":""detector_match"",""detected"":""fr"",""confidence"":1.0}",True,[],[],True,,"{""errors"":[]}",True,[],True,1,0,True,True,False,100,100,2599,29,2628,4767.58,1334,8,1342,52799.47
6f21256a94d8a01faf91,7,haiku-4-5,arn:aws:bedrock:us-west-2:686465264859:prompt/7ZJL56AKIU,mtnt,en,fr,Despite all this I managed to get around it thanks to the power of the brain.,"Après malgré ça, j'ai réussi à contourner ce problème grâce aux pouvoirs du cerveau.","{""c"":""Malgré tout cela, j'ai réussi à contourner le problème grâce à la puissance du cerveau.""}","Malgré tout cela, j'ai réussi à contourner le problème grâce à la puissance du cerveau.",False,2,1,False,,True,True,,True,,True,"{""reason"":""detector_match"",""detected"":""fr"",""confidence"":1.0}",True,[],[],True,,"{""errors"":[]}",True,[],True,1,0,True,True,False,100,100,2601,39,2640,82436.19,1352,8,1360,35828.4
855cdd7f327048173108,8,haiku-4-5,arn:aws:bedrock:us-west-2:686465264859:prompt/7ZJL56AKIU,mtnt,en,fr,What do you live for?,Quel est votre but dans la vie ?,"{""c"":""Tu vis pour quoi?""}",Tu vis pour quoi?,False,1,0,True,True,False,True,,True,,True,"{""reason"":""detector_match"",""detected"":""fr"",""confidence"":1.0}",True,[],[],True,,"{""errors"":[]}",True,[],True,1,0,True,True,False,100,100,2590,13,2603,1026.4,1297,8,1305,1246.27
630fb95f6850d74a9773,9,haiku-4-5,arn:aws:bedrock:us-west-2:686465264859:prompt/7ZJL56AKIU,mtnt,en,fr,"Aaaaaaaah.... 8 years later, I've just realized.... :o damn I had the feeling that I was missing something considering the upvotes.","Aaaaaaaah.... 8 ans après, je viens de percuter....  :o 'tain je me disais bien que je passais à côté d'un truc vu les upvotes.","{""c"":""Aaaaaaaah.... 8 ans plus tard, je viens de réaliser.... :o zut je had the feeling que je manquais quelque chose vu les votes positifs.""}","Aaaaaaaah.... 8 ans plus tard, je viens de réaliser.... :o zut je had the feeling que je manquais quelque chose vu les votes positifs.",False,1,0,True,True,False,True,,True,,True,"{""reason"":""detector_match"",""detected"":""fr"",""confidence"":1.0}",True,[],[],True,,"{""errors"":[{""category"":""fluency"",""severity"":""major""},{""category"":""terminology"",""severity"":""minor""}]}",False,"[{""category"":""fluency"",""severity"":""major""},{""category"":""terminology"",""severity"":""minor""}]",True,1,0,True,True,False,82,82,2619,51,2670,1319.08,1400,27,1427,1268.79
